mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=69.0650046591	met12791	1-Pyrroline	HMDB0012497	Endogenous	Organic compounds	NULL	69.05784923	C4H7N
m/z=92.0696406564	met69136	Toluene	HMDB0034168	Food|Toxin	Benzenoids	Membrane	92.06260026	C7H8
m/z=94.0853915982	met53532	2-Methyl-1,3-cyclohexadiene	HMDB0032395	Endogenous|Food	Hydrocarbons	Membrane	94.07825032	C7H10
m/z=94.0853915982	met30368	1-Methyl-1,3-cyclohexadiene	HMDB0031532	Endogenous|Food	Hydrocarbons	Membrane	94.07825032	C7H10
m/z=95.0442797724	met70235	2-Hydroxypyridine	HMDB0013751	Endogenous	Organic compounds	NULL	95.03711379	C5H5NO
m/z=95.0442797724	met7795	1H-Pyrrole-2-carboxaldehyde	HMDB0036057	Food	Organic compounds	Cytoplasm|Extracellular	95.03711379	C5H5NO
m/z=103.106999699	met65489	Neurine	HMDB0031259	Endogenous|Food	Alkaloids and derivatives	Cytoplasm|Extracellular	103.09971404	C5H13NO
m/z=103.106999699	met62289	Diethylenetriamine	HMDB0031413	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	103.11094743	C4H13N3
m/z=104.069969542	met64718	1-Pentanethiol	HMDB0032457	Endogenous|Food	Organosulfur compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met6368	(±)-2-Pentanethiol	HMDB0041010	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met9136	Styrene	HMDB0034240	Food	Organic compounds	Membrane	104.06260026	C8H8
m/z=104.069969542	met28739	3-Methyl-2-butanethiol	HMDB0036180	Food	Organosulfur compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met66138	Isopentyl mercaptan	HMDB0033902	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met11898	2-Methyl-1-butanethiol	HMDB0035418	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=105.049630457	met2161	N-Nitroethylenediamine	HMDB0031226	Endogenous|Food	Organic 1,3-dipolar compounds	Cytoplasm|Extracellular	105.05382648	C2H7N3O2
m/z=105.049630457	met46842	L-Serine	HMDB0000187	Endogenous	Organic acids and derivatives	Cytoplasm|Extracellular|Mitochondria|Peroxisome	105.0425931	C3H7NO3
m/z=105.049630457	met37658	D-Serine	HMDB0003406	Endogenous	Organic compounds	Extracellular	105.0425931	C3H7NO3
m/z=118.085289005	met15295	Diisopropyl sulfide	HMDB0029579	Endogenous|Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
m/z=118.085289005	met50866	Dipropyl sulfide	HMDB0031431	Endogenous|Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
