mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=94.0853915982	met53532	2-Methyl-1,3-cyclohexadiene	HMDB0032395	Endogenous|Food	Hydrocarbons	Membrane	94.07825032	C7H10
m/z=94.0853915982	met30368	1-Methyl-1,3-cyclohexadiene	HMDB0031532	Endogenous|Food	Hydrocarbons	Membrane	94.07825032	C7H10
m/z=134.116706865	met15923	p-Mentha-1,3,8-triene	HMDB0037013	Endogenous|Food	Organic compounds	Extracellular|Membrane	134.10955045	C10H14
m/z=134.116706865	met44923	1-Isopropyl-3-methylbenzene	HMDB0037051	Food	Benzenoids	Membrane	134.10955045	C10H14
m/z=134.116706865	met13372	1-Methyl-2-propylbenzene	HMDB0032627	Endogenous|Food	Benzenoids	Membrane	134.10955045	C10H14
m/z=134.116706865	met57699	1-Isopropyl-2-methylbenzene	HMDB0037050	Food	Organic compounds	Membrane	134.10955045	C10H14
m/z=174.148054607	met25158	Butyrylcholine	HMDB0013223	Endogenous	Organic compounds	NULL	174.14940389	C9H20NO2
m/z=174.148054607	met31019	5,7alpha-Dihydro-1,4,4,7a-tetramethyl-4H-indene	HMDB0036683	Endogenous|Food	Hydrocarbons	Extracellular|Membrane	174.14085058	C13H18
m/z=174.148054607	met36921	(2S,4R,5S)-Muscarine	HMDB0029936	Endogenous|Food	Organic oxygen compounds	Cytoplasm|Extracellular	174.14940389	C9H20NO2
m/z=270.168935047	met11053	Estrone	HMDB0000145	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane (predicted from logP)|Endoplasmic reticulum	270.16197995	C18H22O2
m/z=270.168935047	met54429	15-Octadecene-9,11,13-triynoic acid	HMDB0032673	Endogenous|Food	Organic compounds	Extracellular|Membrane	270.16197995	C18H22O2
m/z=271.172457804	met32925	Arginyl-Proline	HMDB0028717	Endogenous	Organic compounds	NULL	271.16443956	C11H21N5O3
m/z=271.172457804	met8455	Prolyl-Arginine	HMDB0029011	Endogenous	Organic compounds	NULL	271.16443956	C11H21N5O3
m/z=283.123776652	met12508	Gamma-glutamyl-Histidine	HMDB0029151	Endogenous	Organic compounds	NULL	283.12805406	C11H17N5O4
m/z=283.123776652	met58891	Morphinone	HMDB0003563	Endogenous	Organic compounds	NULL	283.12084342	C17H17NO3
m/z=283.123776652	met16256	N-[2-Hydroxy-2-(4-hydroxyphenyl)ethyl]cinnamide	HMDB0030191	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	283.12084342	C17H17NO3
m/z=283.123776652	met52332	Histidinyl-Glutamine	HMDB0028883	Endogenous	Organic compounds	NULL	283.12805406	C11H17N5O4
m/z=283.123776652	met2804	2-[Methyl(3-phenylpropanoyl)amino]benzoic acid	HMDB0032845	Food	Benzenoids	Membrane	283.12084342	C17H17NO3
m/z=283.123776652	met24875	Glutaminyl-Histidine	HMDB0028799	Endogenous	Organic compounds	NULL	283.12805406	C11H17N5O4
m/z=283.123776652	met17578	Histidinyl-Gamma-glutamate	HMDB0028899	Endogenous	Organic compounds	NULL	283.12805406	C11H17N5O4
m/z=283.123776652	met27335	Anaxagoreine	HMDB0034669	Food	Organic compounds	Cytoplasm|Extracellular	283.12084342	C17H17NO3
m/z=283.123776652	met33598	N-(p-Hydroxyphenyl)ethyl p-hydroxycinnamide	HMDB0039521	Food	Organic compounds	Membrane	283.12084342	C17H17NO3
m/z=283.123776652	met66190	N-Phenylacetylphenylalanine	HMDB0002372	Endogenous	Organic compounds	Membrane (predicted from logP)	283.12084342	C17H17NO3
m/z=298.236497502	met6431	3-(8,11,14-Pentadecatrienyl)phenol	HMDB0033862	Food	Benzenoids	Membrane	298.22966558	C21H30O
m/z=300.252141041	met46418	Cardanoldiene	HMDB0029816	Endogenous|Food	Benzenoids	Membrane	300.24531565	C21H32O
m/z=302.267540071	met8000	Cardanolmonoene	HMDB0030482	Endogenous|Food	Organic compounds	Membrane	302.26096571	C21H34O
m/z=428.190123471	met22727	1-Isomangostin hydrate	HMDB0029984	Endogenous|Food	Organic compounds	Membrane	428.18350325	C24H28O7
m/z=428.190123471	met33927	3-(1-(3-Methylbutanoyl))-angeloyl vaginidiol	HMDB0040691	Food	Phenylpropanoids and polyketides	Membrane	428.18350325	C24H28O7
m/z=428.190123471	met37882	Garcinone D	HMDB0033332	Food	Organic compounds	Membrane	428.18350325	C24H28O7
m/z=428.190123471	met61665	Heteroflavanone B	HMDB0040836	Food	Organic compounds	Membrane	428.18350325	C24H28O7
m/z=428.190123471	met446	Pyridinoline	HMDB0000851	Endogenous	Organic compounds	NULL	428.19071389	C18H28N4O8
m/z=428.190123471	met48489	3-Isomangostin hydrate	HMDB0041522	Food	Organic compounds	Membrane	428.18350325	C24H28O7
m/z=428.190123471	met21192	Edulisin V	HMDB0041198	Food	Phenylpropanoids and polyketides	Membrane	428.18350325	C24H28O7
m/z=428.190123471	met70435	Artoflavanone	HMDB0030850	Endogenous|Food	Organic compounds	Membrane	428.18350325	C24H28O7
m/z=460.289086088	met15638	Lucidenic acid N	HMDB0038352	Endogenous|Food	Organic compounds	Extracellular	460.28248901	C27H40O6
m/z=460.289086088	met50227	2,3-Secoporrigenin	HMDB0030909	Endogenous|Food	Organic compounds	Extracellular|Membrane	460.28248901	C27H40O6
m/z=462.295192268	met28417	Lucidenic acid M	HMDB0035973	Endogenous|Food	Lipids and lipid-like molecules	Extracellular	462.29813908	C27H42O6
m/z=464.211488022	met51382	Na-Hexanoyl-Nb-inosityltryptophan	HMDB0039501	Food	Organic compounds	Cytoplasm|Extracellular	464.21586601	C23H32N2O8
m/z=464.211488022	met60005	Dulciol A	HMDB0029990	Endogenous|Food	Organic compounds	Membrane	464.21988876	C28H32O6
m/z=464.211488022	met67578	Estriol-17-glucuronide	HMDB0010333	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
m/z=464.211488022	met16848	16-alpha,17-beta-estriol 17-beta-D-glucuronide	HMDB0010354	Drug or steroid metabolite|Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	464.20463262	C24H32O9
