mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=71.0808489192	met27175	Pyrrolidine	HMDB0031641	Endogenous|Food|Microbial	Organoheterocyclic compounds	Cytoplasm|Extracellular	71.07349929	C4H9N
m/z=85.0963747854	met34163	Piperidine	HMDB0034301	Food|Microbial	Organic compounds	Cytoplasm|Extracellular	85.08914936	C5H11N
m/z=86.0997751469	met69607	Hexane	HMDB0029600	Endogenous|Food	Hydrocarbons	Membrane	86.10955045	C6H14
m/z=92.0696406564	met69136	Toluene	HMDB0034168	Food|Toxin	Benzenoids	Membrane	92.06260026	C7H8
m/z=92.0698063321	met69136	Toluene	HMDB0034168	Food|Toxin	Benzenoids	Membrane	92.06260026	C7H8
m/z=94.0853915982	met53532	2-Methyl-1,3-cyclohexadiene	HMDB0032395	Endogenous|Food	Hydrocarbons	Membrane	94.07825032	C7H10
m/z=94.0853915982	met30368	1-Methyl-1,3-cyclohexadiene	HMDB0031532	Endogenous|Food	Hydrocarbons	Membrane	94.07825032	C7H10
m/z=95.0442797724	met70235	2-Hydroxypyridine	HMDB0013751	Endogenous	Organic compounds	NULL	95.03711379	C5H5NO
m/z=95.0442797724	met7795	1H-Pyrrole-2-carboxaldehyde	HMDB0036057	Food	Organic compounds	Cytoplasm|Extracellular	95.03711379	C5H5NO
m/z=96.0475574024	met67672	2,4-Dimethylfuran	HMDB0032965	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=96.0475574024	met17490	3-Methyl-2-cyclopenten-1-one	HMDB0031546	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=96.0475574024	met62978	2-Methyl-2-cyclopenten-1-one	HMDB0031545	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=96.0475574024	met31445	(E,E)-2,4-Hexadienal	HMDB0034729	Food	Organic compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=96.0475574024	met34982	3-Ethylfuran	HMDB0040588	Food	Organoheterocyclic compounds	Membrane	96.05751488	C6H8O
m/z=96.0475574024	met11681	2-Ethylfuran	HMDB0040587	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=96.0475574024	met23124	2,5-Dimethylfuran	HMDB0033182	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	96.05751488	C6H8O
m/z=97.0600329662	met55	2,4-Dimethyloxazole	HMDB0032968	Food	Organic compounds	Cytoplasm|Extracellular	97.05276385	C5H7NO
m/z=97.0600329662	met16225	4,5-Dimethyloxazole	HMDB0032970	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	97.05276385	C5H7NO
m/z=97.0600329662	met26817	2,5-Dimethyloxazole	HMDB0032969	Food	Organic compounds	Cytoplasm|Extracellular	97.05276385	C5H7NO
m/z=97.0600329662	met5872	1-Cyano-2-hydroxy-3-butene	HMDB0031339	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	97.05276385	C5H7NO
m/z=103.106999699	met65489	Neurine	HMDB0031259	Endogenous|Food	Alkaloids and derivatives	Cytoplasm|Extracellular	103.09971404	C5H13NO
m/z=103.106999699	met62289	Diethylenetriamine	HMDB0031413	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	103.11094743	C4H13N3
m/z=104.069969542	met64718	1-Pentanethiol	HMDB0032457	Endogenous|Food	Organosulfur compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met6368	(±)-2-Pentanethiol	HMDB0041010	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met9136	Styrene	HMDB0034240	Food	Organic compounds	Membrane	104.06260026	C8H8
m/z=104.069969542	met28739	3-Methyl-2-butanethiol	HMDB0036180	Food	Organosulfur compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met66138	Isopentyl mercaptan	HMDB0033902	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met11898	2-Methyl-1-butanethiol	HMDB0035418	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.070207834	met64718	1-Pentanethiol	HMDB0032457	Endogenous|Food	Organosulfur compounds	Membrane	104.06597107	C5H12S
m/z=104.070207834	met6368	(±)-2-Pentanethiol	HMDB0041010	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.070207834	met9136	Styrene	HMDB0034240	Food	Organic compounds	Membrane	104.06260026	C8H8
m/z=104.070207834	met28739	3-Methyl-2-butanethiol	HMDB0036180	Food	Organosulfur compounds	Membrane	104.06597107	C5H12S
m/z=104.070207834	met66138	Isopentyl mercaptan	HMDB0033902	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.070207834	met11898	2-Methyl-1-butanethiol	HMDB0035418	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=110.080266755	met16902	3-Methyl-2-cyclohexen-1-one	HMDB0031541	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	110.07316494	C7H10O
m/z=110.080266755	met25842	2-Ethyl-5-methylfuran	HMDB0029728	Endogenous|Food	Organic compounds	Membrane	110.07316494	C7H10O
m/z=110.080266755	met24207	2,3,5-Trimethylfuran	HMDB0029721	Endogenous|Food	Organoheterocyclic compounds	Membrane	110.07316494	C7H10O
m/z=110.080266755	met26628	2-Propylfuran	HMDB0040277	Food	Organic compounds	Membrane	110.07316494	C7H10O
m/z=110.080266755	met3263	2-Isopropylfuran	HMDB0040278	Food	Organoheterocyclic compounds	Membrane	110.07316494	C7H10O
m/z=110.080249174	met16902	3-Methyl-2-cyclohexen-1-one	HMDB0031541	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	110.07316494	C7H10O
m/z=110.080249174	met25842	2-Ethyl-5-methylfuran	HMDB0029728	Endogenous|Food	Organic compounds	Membrane	110.07316494	C7H10O
m/z=110.080249174	met24207	2,3,5-Trimethylfuran	HMDB0029721	Endogenous|Food	Organoheterocyclic compounds	Membrane	110.07316494	C7H10O
m/z=110.080249174	met26628	2-Propylfuran	HMDB0040277	Food	Organic compounds	Membrane	110.07316494	C7H10O
m/z=110.080249174	met3263	2-Isopropylfuran	HMDB0040278	Food	Organoheterocyclic compounds	Membrane	110.07316494	C7H10O
m/z=116.069633604	met8661	1-Propenyl propyl sulfide	HMDB0040244	Food	Organosulfur compounds	Membrane	116.06597107	C6H12S
m/z=116.069633604	met42137	2-Methyl-1-methylthio-2-butene	HMDB0032411	Endogenous|Food	Organosulfur compounds	Cytoplasm|Extracellular|Membrane	116.06597107	C6H12S
m/z=118.085289005	met15295	Diisopropyl sulfide	HMDB0029579	Endogenous|Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
m/z=118.085289005	met50866	Dipropyl sulfide	HMDB0031431	Endogenous|Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
m/z=118.085289005	met45105	1-Hexanethiol	HMDB0039806	Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
m/z=120.0646606	met17115	Acetophenone	HMDB0033910	Drug|Food	Organic oxygen compounds	Cytoplasm|Extracellular	120.05751488	C8H8O
m/z=120.0646606	met6853	2-Methylbenzaldehyde	HMDB0029636	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	120.05751488	C8H8O
m/z=120.0646606	met64075	xi-2-Mercapto-3-methyl-1-butanol	HMDB0039781	Food	Organic compounds	Cytoplasm|Extracellular	120.0608857	C5H12OS
m/z=120.0646606	met35032	Phenylacetaldehyde	HMDB0006236	Endogenous	Organic compounds	Cytoplasm	120.05751488	C8H8O
m/z=120.0646606	met30067	2-Methyl-5-vinylpyrazine	HMDB0037282	Food	Organic compounds	Cytoplasm|Extracellular	120.06874827	C7H8N2
m/z=120.0646606	met34626	Lentialexin	HMDB0038997	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular|Membrane	120.05751488	C8H8O
m/z=120.0646606	met32223	2,3-Dihydrobenzofuran	HMDB0013815	Endogenous	Organic compounds	NULL	120.05751488	C8H8O
m/z=120.0646606	met5733	3-Mercapto-2-methyl-1-butanol	HMDB0032373	Endogenous|Food	Organosulfur compounds	Cytoplasm|Extracellular	120.0608857	C5H12OS
m/z=120.0646606	met56480	2-Methyl-3-vinylpyrazine	HMDB0039989	Food	Organic compounds	Cytoplasm|Extracellular	120.06874827	C7H8N2
m/z=120.0646606	met22070	3-Methylbenzaldehyde	HMDB0029637	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	120.05751488	C8H8O
m/z=120.0646606	met68995	4-Hydroxystyrene	HMDB0004072	Endogenous	Organic compounds	Membrane (predicted from logP)	120.05751488	C8H8O
m/z=120.0646606	met60943	(1-Methylethenyl)pyrazine	HMDB0037134	Food	Organic compounds	Cytoplasm|Extracellular	120.06874827	C7H8N2
m/z=120.0646606	met25036	3-Mercapto-3-methyl-1-butanol	HMDB0036149	Food	Organic compounds	Cytoplasm|Extracellular	120.0608857	C5H12OS
m/z=120.0646606	met8065	4-Methylbenzaldehyde	HMDB0029638	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	120.05751488	C8H8O
m/z=120.0646606	met52011	4-(Methylthio)-1-butanol	HMDB0041562	Food	Organosulfur compounds	Cytoplasm|Extracellular	120.06088618	C5H12OS
m/z=120.0646606	met50515	1-Propenylpyrazine	HMDB0040124	Food	Organic compounds	Cytoplasm|Extracellular	120.06874827	C7H8N2
m/z=120.0646606	met5740	4-(Methylthio)-2-butanol	HMDB0041476	Food	Organic compounds	Cytoplasm|Extracellular	120.0608857	C5H12OS
m/z=120.100973024	met1817	1,2,4-Tris(methylene)cyclohexane	HMDB0040458	Food	Organic compounds	Membrane	120.09390038	C9H12
m/z=120.100973024	met39473	Isopropylbenzene	HMDB0034029	Food	Organic compounds	Membrane	120.09390038	C9H12
m/z=120.100973024	met46239	1,2,4-Trimethylbenzene	HMDB0013733	Endogenous	Benzenoids	Membrane (predicted from logP)	120.09390038	C9H12
m/z=122.007445268	met32040	3-Mercaptolactic acid	HMDB0002127	Endogenous	Organic compounds	Cytoplasm	122.00376475	C3H6O3S
m/z=122.007584387	met32040	3-Mercaptolactic acid	HMDB0002127	Endogenous	Organic compounds	Cytoplasm	122.00376475	C3H6O3S
m/z=122.116608941	met49444	Santene	HMDB0038140	Food	Hydrocarbons	Membrane	122.10955045	C9H14
m/z=125.054912094	met13262	2-O-Methylcytosine	HMDB0004339	Endogenous	Organic compounds	NULL	125.05891186	C5H7N3O
m/z=125.054912094	met48333	5-Methylcytosine	HMDB0002894	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	125.05891186	C5H7N3O
m/z=125.054912094	met37661	3-Methylcytosine 	HMDB0011601	Endogenous	Organic compounds	NULL	125.05891186	C5H7N3O
m/z=125.091286167	met27817	2-Ethyl-4,5-dimethyloxazole	HMDB0037865	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met65561	2-Methyl-5-propyloxazole	HMDB0037860	Food	Organic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met67285	5-Ethyl-2,4-dimethyloxazole	HMDB0037867	Food	Organic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met47158	4-Methyl-2-propyloxazole	HMDB0037854	Food	Organic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met54445	4-Ethyl-2,5-dimethyloxazole	HMDB0037866	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met55064	5-Methyl-2-propyloxazole	HMDB0037861	Food	Organic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met1779	3,4-Dihydro-5-propanoyl-2H-pyrrole	HMDB0034883	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met72766	5-Butyloxazole	HMDB0038289	Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met35343	3-Methylhistamine	HMDB0001861	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	125.09529737	C6H11N3
m/z=125.091286167	met48346	4-Butyloxazole	HMDB0038288	Food	Organic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met9797	2-Ethyl-5-imino-1-cyclopenten-1-ol	HMDB0039583	Food	Organic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met59592	6-Acetyl-1,2,3,4-tetrahydropyridine	HMDB0030345	Endogenous|Food	Organic compounds	NULL	125.08406398	C7H11NO
m/z=125.091286167	met48888	2-Methyl-4-propyloxazole	HMDB0037853	Food	Organic compounds	Cytoplasm|Extracellular	125.08406398	C7H11NO
m/z=125.091286167	met15735	1-Methylhistamine	HMDB0000898	Endogenous	Organic compounds	Cytoplasm	125.09529737	C6H11N3
m/z=126.049961453	met2716	2-Propylthiophene	HMDB0033160	Food	Organic compounds	Membrane	126.05032101	C7H10S
m/z=126.049961453	met49983	Imidazoleacetic acid	HMDB0002024	Endogenous	Organic compounds	Cytoplasm|Mitochondria	126.04292745	C5H6N2O2
m/z=126.049961453	met15557	1H-Imidazole-1-acetic acid	HMDB0029736	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular	126.04292745	C5H6N2O2
m/z=126.049961453	met39628	Thymine	HMDB0000262	Endogenous	Organic compounds	Extracellular	126.04292745	C5H6N2O2
m/z=126.049961453	met37898	5-Aminoimidazole-4-carboxamide	HMDB0003192	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	126.05416083	C4H6N4O
m/z=126.049961453	met40545	2-Ethyl-5-methylthiophene	HMDB0029733	Endogenous|Food	Organic compounds	Membrane	126.05032101	C7H10S
m/z=126.075329104	met73165	xi-4-Hydroxy-4-methyl-2-cyclohexen-1-one	HMDB0033629	Food	Organic compounds	Cytoplasm|Extracellular	126.06807956	C7H10O2
m/z=126.075329104	met41936	2-(Ethoxymethyl)furan	HMDB0040445	Food	Organic compounds	Cytoplasm|Extracellular	126.06807956	C7H10O2
m/z=126.075329104	met7523	Methyl sorbate	HMDB0029582	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	126.06807956	C7H10O2
m/z=126.075329104	met72077	Allyl crotonate	HMDB0032067	Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	126.06807956	C7H10O2
m/z=126.075329104	met53943	Enol-3-Ethyl-1,2-cyclopentanedione	HMDB0031223	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	126.06807956	C7H10O2
m/z=126.075329104	met50109	xi-5-Isopropyl-2(5H)-furanone	HMDB0041474	Food	Organic compounds	Cytoplasm|Extracellular	126.06807956	C7H10O2
m/z=126.075329104	met62615	3-(3-Ethyloxiranyl)-2-propenal	HMDB0034835	Food	Organic compounds	Extracellular|Cytoplasm	126.06807956	C7H10O2
m/z=126.075329104	met12399	3,4-Dimethyl-1,2-cyclopentanedione	HMDB0037026	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular|Membrane	126.06807956	C7H10O2
m/z=126.075329104	met34454	3,5-Dimethyl-1,2-cyclopentanedione	HMDB0037027	Food	Organic oxygen compounds	Cytoplasm|Extracellular	126.06807956	C7H10O2
m/z=126.075329104	met30267	3-Methyl-1,2-cyclohexanedione	HMDB0034080	Food	Organooxygen compounds	NULL	126.06807956	C7H10O2
m/z=126.075329104	met66767	3-Ethyl-1,2-cyclopentanedione	HMDB0031222	Endogenous|Food	Organic compounds	NULL	126.06807956	C7H10O2
m/z=126.075329104	met2180	4-Hydroxy-4-methyl-5-hexenoic acid gamma lactone	HMDB0032333	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	126.06807956	C7H10O2
