mz-peak	PIUMet-ID	Metabolite-Name	HMDB-ID	origin	super-class	Cellular-location	monisotopic-moleculate-weight	Chemical-formula
m/z=92.0696406564	met69136	Toluene	HMDB0034168	Food|Toxin	Benzenoids	Membrane	92.06260026	C7H8
m/z=94.0853915982	met53532	2-Methyl-1,3-cyclohexadiene	HMDB0032395	Endogenous|Food	Hydrocarbons	Membrane	94.07825032	C7H10
m/z=94.0853915982	met30368	1-Methyl-1,3-cyclohexadiene	HMDB0031532	Endogenous|Food	Hydrocarbons	Membrane	94.07825032	C7H10
m/z=95.0442797724	met70235	2-Hydroxypyridine	HMDB0013751	Endogenous	Organic compounds	NULL	95.03711379	C5H5NO
m/z=95.0442797724	met7795	1H-Pyrrole-2-carboxaldehyde	HMDB0036057	Food	Organic compounds	Cytoplasm|Extracellular	95.03711379	C5H5NO
m/z=104.069969542	met64718	1-Pentanethiol	HMDB0032457	Endogenous|Food	Organosulfur compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met6368	(±)-2-Pentanethiol	HMDB0041010	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met9136	Styrene	HMDB0034240	Food	Organic compounds	Membrane	104.06260026	C8H8
m/z=104.069969542	met28739	3-Methyl-2-butanethiol	HMDB0036180	Food	Organosulfur compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met66138	Isopentyl mercaptan	HMDB0033902	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=104.069969542	met11898	2-Methyl-1-butanethiol	HMDB0035418	Food	Organic compounds	Membrane	104.06597107	C5H12S
m/z=118.085289005	met15295	Diisopropyl sulfide	HMDB0029579	Endogenous|Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
m/z=118.085289005	met50866	Dipropyl sulfide	HMDB0031431	Endogenous|Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
m/z=118.085289005	met45105	1-Hexanethiol	HMDB0039806	Food	Organosulfur compounds	Membrane	118.08162114	C6H14S
m/z=120.100973024	met1817	1,2,4-Tris(methylene)cyclohexane	HMDB0040458	Food	Organic compounds	Membrane	120.09390038	C9H12
m/z=120.100973024	met39473	Isopropylbenzene	HMDB0034029	Food	Organic compounds	Membrane	120.09390038	C9H12
m/z=120.100973024	met46239	1,2,4-Trimethylbenzene	HMDB0013733	Endogenous	Benzenoids	Membrane (predicted from logP)	120.09390038	C9H12
m/z=122.007445268	met32040	3-Mercaptolactic acid	HMDB0002127	Endogenous	Organic compounds	Cytoplasm	122.00376475	C3H6O3S
m/z=122.116608941	met49444	Santene	HMDB0038140	Food	Hydrocarbons	Membrane	122.10955045	C9H14
m/z=125.054912094	met13262	2-O-Methylcytosine	HMDB0004339	Endogenous	Organic compounds	NULL	125.05891186	C5H7N3O
m/z=125.054912094	met48333	5-Methylcytosine	HMDB0002894	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	125.05891186	C5H7N3O
m/z=125.054912094	met37661	3-Methylcytosine 	HMDB0011601	Endogenous	Organic compounds	NULL	125.05891186	C5H7N3O
m/z=134.116706865	met15923	p-Mentha-1,3,8-triene	HMDB0037013	Endogenous|Food	Organic compounds	Extracellular|Membrane	134.10955045	C10H14
m/z=134.116706865	met44923	1-Isopropyl-3-methylbenzene	HMDB0037051	Food	Benzenoids	Membrane	134.10955045	C10H14
m/z=134.116706865	met13372	1-Methyl-2-propylbenzene	HMDB0032627	Endogenous|Food	Benzenoids	Membrane	134.10955045	C10H14
m/z=134.116706865	met57699	1-Isopropyl-2-methylbenzene	HMDB0037050	Food	Organic compounds	Membrane	134.10955045	C10H14
m/z=137.054934482	met12524	3-Pyridylacetic acid	HMDB0001538	Endogenous	Organic compounds	NULL	137.04767847	C7H7NO2
m/z=137.054934482	met9360	Trigonelline	HMDB0000875	Endogenous|Food	Organic compounds	Cytoplasm	137.04767847	C7H7NO2
m/z=137.054934482	met65339	p-Aminobenzoic acid	HMDB0001392	Endogenous|Microbial	Benzenoids	NULL	137.04767847	C7H7NO2
m/z=137.054934482	met74216	Methyl nicotinate	HMDB0029806	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	137.04767847	C7H7NO2
m/z=138.058251073	met54780	2-Phenoxyethanol	HMDB0041607	Food	Benzenoids	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met12699	1-(2-Furyl)butan-3-one	HMDB0032290	Endogenous|Food	Organoheterocyclic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met44497	2-Ethylbenzenethiol	HMDB0041361	Food	Organic compounds	Membrane	138.05032101	C8H10S
m/z=138.058251073	met73607	2-Methoxy-4-methylphenol	HMDB0032136	Endogenous|Food	Benzenoids	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met54639	3-Acetyl-2,5-dimethylfuran	HMDB0029563	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met22443	2,6-Dimethylbenzenethiol	HMDB0032019	Endogenous|Food	Organic compounds	Membrane	138.05032101	C8H10S
m/z=138.058251073	met35848	2-Acetyl-3,5-dimethylfuran	HMDB0032159	Endogenous|Food	Organooxygen compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met62902	4-Ethyl-1,2-benzenediol	HMDB0040174	Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met65571	1,3-Dimethoxybenzene	HMDB0029672	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met27224	8-Hydroxypurine	HMDB0012182	Endogenous	Organic compounds	NULL	138.05416083	C5H6N4O
m/z=138.058251073	met31750	Tyrosol	HMDB0004284	Endogenous	Organic compounds	NULL	138.06807956	C8H10O2
m/z=138.058251073	met1531	1,4-Dimethoxybenzene	HMDB0029671	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met36313	(+/-)-1-Phenylethylmercaptan	HMDB0032467	Endogenous|Food	Benzenoids	Membrane	138.05032101	C8H10S
m/z=138.058251073	met35206	1-(2-Furanyl)-1-butanone	HMDB0039802	Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met46848	2,6-Dimethyl-1,4-benzenediol	HMDB0032137	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met50409	1,2-Dimethoxybenzene	HMDB0032139	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met19649	4-Methoxybenzyl alcohol	HMDB0034241	Food	Benzenoids	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met17582	3-Ethyl-1,2-benzenediol	HMDB0040177	Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met64660	4-Ethoxyphenol	HMDB0032036	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	138.06807956	C8H10O2
m/z=138.058251073	met18480	Benzyl methyl sulfide	HMDB0031314	Endogenous|Food	Organic compounds	Membrane	138.05032101	C8H10S
m/z=138.058251073	met22252	2-Phenylethanethiol	HMDB0032637	Endogenous|Food	Organic compounds	Membrane	138.05032101	C8H10S
m/z=139.059202904	met67926	5-Acetyl-2,4-dimethyloxazole	HMDB0038174	Food	Organic compounds	Cytoplasm|Extracellular	139.06332854	C7H9NO2
m/z=139.059202904	met27307	3,4-Dihydroxybenzylamine	HMDB0012153	Endogenous	Organic compounds	NULL	139.06332854	C7H9NO2
m/z=146.116746275	met56544	Dibutyl sulfide	HMDB0031660	Endogenous|Food	Organosulfur compounds	Membrane	146.11292127	C8H18S
m/z=146.116746275	met64711	Acetylcholine 	HMDB0000895	Endogenous	Organic nitrogen compounds	Cytoplasm|Extracellular|Nucleus	146.11810376	C7H16NO2
m/z=146.116746275	met23203	2-Ethyl-1-hexanethiol	HMDB0041477	Food	Organic compounds	Membrane	146.11292127	C8H18S
m/z=146.116746275	met64639	4-Trimethylammoniobutanoic acid	HMDB0001161	Drug metabolite|Endogenous|Food	Lipids and lipid-like molecules	Cytoplasm|Extracellular|Membrane	146.11810376	C7H16NO2
m/z=146.116746275	met41014	1-Nitroheptane	HMDB0013811	Endogenous	Organic compounds	NULL	146.11810376	C7H16NO2
m/z=148.043268781	met35582	(E)-3-(4-Hydroxyphenyl)-2-propenal	HMDB0040986	Food	Organic compounds	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met52103	3-Hydroxyglutaric acid	HMDB0000428	Endogenous	Organic compounds	Cytoplasm	148.03717337	C5H8O5
m/z=148.043268781	met58733	L-2-Hydroxyglutaric acid	HMDB0000694	Endogenous|Micorbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.043268781	met26597	Hydroxylated lecithin	HMDB0032332	Endogenous|Food	Organic acids and derivatives	Cytoplasm|Extracellular	148.04840675	C4H8N2O4
m/z=148.043268781	met40785	2-Hydroxyglutarate	HMDB0059655	Endogenous|Microbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.043268781	met18290	3,4-Dihydro-2H-1-benzopyran-2-one	HMDB0036626	Food	Phenylpropanoids and polyketides	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met14440	D-Xylono-1,5-lactone	HMDB0011676	Endogenous	Organic compounds	NULL	148.03717337	C5H8O5
m/z=148.043268781	met49089	trans-Cinnamic acid	HMDB0000930	Endogenous|Microbial	Phenylpropanoids and polyketides	Membrane	148.0524295	C9H8O2
m/z=148.043268781	met42922	Di-2-furanylmethane	HMDB0032947	Food	Organoheterocyclic compounds	Membrane	148.0524295	C9H8O2
m/z=148.043268781	met16867	D-2-Hydroxyglutaric acid	HMDB0000606	Endogenous|Microbial	Organic compounds	Cytoplasm (predicted from logP)|Mitochondria	148.03717337	C5H8O5
m/z=148.043268781	met21697	(E)-3-(2-Hydroxyphenyl)-2-propenal	HMDB0031725	Endogenous|Food	Organic compounds	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met38038	2-Propenyl propyl disulfide	HMDB0033912	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=148.043268781	met62111	Cinnamic acid	HMDB0000567	Endogenous	Phenylpropanoids and polyketides	Membrane (predicted from logP)	148.0524295	C9H8O2
m/z=148.043268781	met9794	1-Phenyl-1,2-propanedione	HMDB0035243	Food	Benzenoids	Cytoplasm|Extracellular	148.0524295	C9H8O2
m/z=148.043268781	met23959	Methyl 3-methyl-1-butenyl disulfide	HMDB0038890	Food	Organic compounds	Membrane	148.03804176	C6H12S2
m/z=148.043268781	met60624	Ribonolactone	HMDB0001900	Endogenous	Organic compounds	Cytoplasm (predicted from logP)	148.03717337	C5H8O5
m/z=148.043268781	met66151	1-Propenyl propyl disulfide	HMDB0041392	Food	Organic compounds	Membrane	148.03804176	C6H12S2
